id,balls_per_over,team,team_1,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire_2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,Column1
1199506,6,Kenya,Scotland,male,2019/20,19-10-19,ICC Men's T20 World Cup Qualifier,8,ICC Academy Ground No 2,Dubai,Scotland,bat,RD Berrington,Ahmed Shah Pakteen,Ahsan Raza,CM Brown,,GS Lakshmi,Scotland,31,,2.1.0
1199507,6,United Arab Emirates,Ireland,male,2019/20,19-10-19,ICC Men's T20 World Cup Qualifier,9,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,field,Rohan Mustafa,SJ Nogajski,Rashid Riaz,A Paleker,,JJ Crowe,United Arab Emirates,,5,2.1.0
1199508,6,Namibia,Papua New Guinea,male,2019/20,20-10-19,ICC Men's T20 World Cup Qualifier,10,ICC Academy Ground No 2,Dubai,Papua New Guinea,bat,A Vala,Ahmed Shah Pakteen,R Black,RR Wimalasiri,,GS Lakshmi,Papua New Guinea,81,,2.1.0
1199509,6,Canada,Jersey,male,2019/20,20-10-19,ICC Men's T20 World Cup Qualifier,11,Tolerance Oval,Abu Dhabi,Jersey,field,NR Kumar,LE Hannibal,Rashid Riaz,SJ Nogajski,,JJ Crowe,Canada,53,,2.1.0
1199510,6,Bermuda,Singapore,male,2019/20,20-10-19,ICC Men's T20 World Cup Qualifier,12,ICC Academy Ground No 2,Dubai,Bermuda,bat,NMS Param,CM Brown,Sharfuddoula,Ahsan Raza,,GS Lakshmi,Singapore,,5,2.1.0
1199511,6,Hong Kong,Oman,male,2019/20,20-10-19,ICC Men's T20 World Cup Qualifier,13,Sheikh Zayed Stadium,Abu Dhabi,Oman,field,Aamir Kaleem,A Paleker,S Ravi,AG Wharf,,GH Pienaar,Oman,,7,2.1.0
1199512,6,Papua New Guinea,Scotland,male,2019/20,21-10-19,ICC Men's T20 World Cup Qualifier,14,ICC Academy,Dubai,Scotland,bat,Hamza Tahir,Ahsan Raza,Sharfuddoula,CM Brown,,JJ Crowe,Scotland,4,,2.1.0
1199513,6,United Arab Emirates,Hong Kong,male,2019/20,21-10-19,ICC Men's T20 World Cup Qualifier,15,Sheikh Zayed Stadium,Abu Dhabi,Hong Kong,bat,Rameez Shahzad,AG Wharf,S Ravi,LE Hannibal,,GS Lakshmi,United Arab Emirates,,8,2.1.0
1199514,6,Ireland,Oman,male,2019/20,21-10-19,ICC Men's T20 World Cup Qualifier,16,Tolerance Oval,Abu Dhabi,Oman,field,GJ Delany,A Paleker,SJ Nogajski,Rashid Riaz,,GH Pienaar,Ireland,35,,2.1.0
1199515,6,Bermuda,Kenya,male,2019/20,21-10-19,ICC Men's T20 World Cup Qualifier,17,ICC Academy,Dubai,Kenya,bat,DM Gondaria,Ahmed Shah Pakteen,RR Wimalasiri,R Black,,JJ Crowe,Kenya,45,,2.1.0
1199516,6,Canada,Nigeria,male,2019/20,21-10-19,ICC Men's T20 World Cup Qualifier,18,Sheikh Zayed Stadium,Abu Dhabi,Canada,bat,NR Kumar,LE Hannibal,Rashid Riaz,S Ravi,,GS Lakshmi,Canada,50,,2.1.0
1199517,6,Namibia,Scotland,male,2019/20,22-10-19,ICC Men's T20 World Cup Qualifier,19,ICC Academy,Dubai,Namibia,bat,JJ Smit,CM Brown,SJ Nogajski,AG Wharf,,JJ Crowe,Namibia,24,,2.1.0
1199518,6,Netherlands,Singapore,male,2019/20,22-10-19,ICC Men's T20 World Cup Qualifier,20,ICC Academy,Dubai,Singapore,bat,RE van der Merwe,Ahsan Raza,R Black,A Paleker,,JJ Crowe,Netherlands,,5,2.1.0
1199519,6,United Arab Emirates,Jersey,male,2019/20,22-10-19,ICC Men's T20 World Cup Qualifier,21,Tolerance Oval,Abu Dhabi,Jersey,bat,B Ward,Sharfuddoula,Ahmed Shah Pakteen,RR Wimalasiri,,GS Lakshmi,Jersey,35,,2.1.0
1199520,6,Bermuda,Namibia,male,2019/20,23-10-19,ICC Men's T20 World Cup Qualifier,22,ICC Academy Ground No 2,Dubai,Namibia,field,BM Scholtz,A Paleker,Ahsan Raza,SJ Nogajski,,JJ Crowe,Namibia,,6,2.1.0
1199521,6,Nigeria,Oman,male,2019/20,23-10-19,ICC Men's T20 World Cup Qualifier,23,Tolerance Oval,Abu Dhabi,Nigeria,bat,Aamir Kaleem,Sharfuddoula,Rashid Riaz,Ahmed Shah Pakteen,,GS Lakshmi,Oman,,7,2.1.0
1199522,6,Kenya,Singapore,male,2019/20,23-10-19,ICC Men's T20 World Cup Qualifier,24,ICC Academy Ground No 2,Dubai,Singapore,bat,IA Karim,R Black,AG Wharf,CM Brown,,JJ Crowe,Kenya,,7,2.1.0
1199523,6,Canada,Ireland,male,2019/20,23-10-19,ICC Men's T20 World Cup Qualifier,25,Sheikh Zayed Stadium,Abu Dhabi,Canada,bat,NR Kumar,Ahmed Shah Pakteen,LE Hannibal,Sharfuddoula,,GH Pienaar,Canada,10,,2.1.0
1199524,6,Hong Kong,Jersey,male,2019/20,23-10-19,ICC Men's T20 World Cup Qualifier,26,Sheikh Zayed Stadium,Abu Dhabi,Hong Kong,bat,SS McKechnie,RR Wimalasiri,S Ravi,LE Hannibal,,GH Pienaar,Hong Kong,8,,2.1.0
1199525,6,Netherlands,Papua New Guinea,male,2019/20,24-10-19,ICC Men's T20 World Cup Qualifier,27,ICC Academy,Dubai,Netherlands,bat,,AG Wharf,SJ Nogajski,R Black,,GS Lakshmi,Papua New Guinea,,5,2.1.0
1199526,6,United Arab Emirates,Nigeria,male,2019/20,24-10-19,ICC Men's T20 World Cup Qualifier,28,Tolerance Oval,Abu Dhabi,United Arab Emirates,field,Zawar Farid,LE Hannibal,S Ravi,Ahmed Shah Pakteen,,GH Pienaar,United Arab Emirates,,5,2.1.0
1199527,6,Canada,Hong Kong,male,2019/20,24-10-19,ICC Men's T20 World Cup Qualifier,29,Tolerance Oval,Abu Dhabi,Hong Kong,bat,KD Shah,RR Wimalasiri,Rashid Riaz,Sharfuddoula,,GH Pienaar,Hong Kong,32,,2.1.0
1199528,6,Bermuda,Scotland,male,2019/20,24-10-19,ICC Men's T20 World Cup Qualifier,30,Dubai International Cricket Stadium,Dubai,Bermuda,field,CS MacLeod,CM Brown,A Paleker,Ahsan Raza,,GS Lakshmi,Scotland,46,,2.1.0
1199529,6,Papua New Guinea,Singapore,male,2019/20,25-10-19,ICC Men's T20 World Cup Qualifier,31,Dubai International Cricket Stadium,Dubai,Singapore,field,D Ravu,A Paleker,SJ Nogajski,S Ravi,,GH Pienaar,Papua New Guinea,43,,2.1.0
1199530,6,Ireland,Jersey,male,2019/20,25-10-19,ICC Men's T20 World Cup Qualifier,32,Tolerance Oval,Abu Dhabi,Ireland,field,MR Adair,RR Wimalasiri,Ahsan Raza,CM Brown,,JJ Crowe,Ireland,,8,2.1.0
1199531,6,Kenya,Namibia,male,2019/20,25-10-19,ICC Men's T20 World Cup Qualifier,33,Dubai International Cricket Stadium,Dubai,Namibia,bat,MG Erasmus,LE Hannibal,AG Wharf,Rashid Riaz,,GH Pienaar,Namibia,87,,2.1.0
1199532,6,Canada,Oman,male,2019/20,25-10-19,ICC Men's T20 World Cup Qualifier,34,Sheikh Zayed Stadium,Abu Dhabi,Canada,bat,Jatinder Singh,Sharfuddoula,R Black,Ahmed Shah Pakteen,,JJ Crowe,Oman,,8,2.1.0
1199533,6,Ireland,Nigeria,male,2019/20,26-10-19,ICC Men's T20 World Cup Qualifier,35,Sheikh Zayed Stadium,Abu Dhabi,Nigeria,bat,CA Young,CM Brown,Ahmed Shah Pakteen,RR Wimalasiri,,JJ Crowe,Ireland,,8,2.1.0
1199534,6,Bermuda,Netherlands,male,2019/20,26-10-19,ICC Men's T20 World Cup Qualifier,36,Dubai International Cricket Stadium,Dubai,Netherlands,bat,CN Ackermann,Rashid Riaz,S Ravi,AG Wharf,,GS Lakshmi,Netherlands,92,,2.1.0
1199535,6,Namibia,Singapore,male,2019/20,26-10-19,ICC Men's T20 World Cup Qualifier,37,Dubai International Cricket Stadium,Dubai,Singapore,field,MG Erasmus,LE Hannibal,SJ Nogajski,A Paleker,,GS Lakshmi,Namibia,87,,2.1.0
1199536,6,Kenya,Papua New Guinea,male,2019/20,27-10-19,ICC Men's T20 World Cup Qualifier,38,Dubai International Cricket Stadium,Dubai,Kenya,field,N Vanua,AG Wharf,S Ravi,LE Hannibal,,GS Lakshmi,Papua New Guinea,45,,2.1.0
1199537,6,Hong Kong,Nigeria,male,2019/20,27-10-19,ICC Men's T20 World Cup Qualifier,39,Tolerance Oval,Abu Dhabi,Nigeria,bat,Mohammad Ghazanfar,Sharfuddoula,RR Wimalasiri,Ahsan Raza,,JJ Crowe,Hong Kong,,5,2.1.0
1199538,6,Jersey,Oman,male,2019/20,27-10-19,ICC Men's T20 World Cup Qualifier,40,Sheikh Zayed Stadium,Abu Dhabi,Oman,field,,CM Brown,R Black,RR Wimalasiri,,GH Pienaar,Jersey,14,,2.1.0
1199539,6,Netherlands,Scotland,male,2019/20,27-10-19,ICC Men's T20 World Cup Qualifier,41,Dubai International Cricket Stadium,Dubai,Netherlands,field,PM Seelaar,A Paleker,Rashid Riaz,SJ Nogajski,,GS Lakshmi,Netherlands,,4,2.1.0
1199540,6,United Arab Emirates,Canada,male,2019/20,27-10-19,ICC Men's T20 World Cup Qualifier,42,Sheikh Zayed Stadium,Abu Dhabi,Canada,field,Muhammad Usman,Ahmed Shah Pakteen,Ahsan Raza,R Black,,GH Pienaar,United Arab Emirates,14,,2.1.0
1199541,6,United Arab Emirates,Netherlands,male,2019/20,29-10-19,ICC Men's T20 World Cup Qualifier,,Dubai International Cricket Stadium,Dubai,United Arab Emirates,bat,BD Glover,LE Hannibal,R Black,Ahmed Shah Pakteen,,GH Pienaar,Netherlands,,8,2.1.0
1199542,6,Namibia,Oman,male,2019/20,29-10-19,ICC Men's T20 World Cup Qualifier,,Dubai International Cricket Stadium,Dubai,Namibia,bat,JJ Smit,CM Brown,S Ravi,RR Wimalasiri,,GS Lakshmi,Namibia,54,,2.1.0
1199543,6,United Arab Emirates,Scotland,male,2019/20,30-10-19,ICC Men's T20 World Cup Qualifier,,Dubai International Cricket Stadium,Dubai,Scotland,bat,HG Munsey,Ahsan Raza,AG Wharf,Rashid Riaz,,JJ Crowe,Scotland,90,,2.1.0
1199544,6,Hong Kong,Oman,male,2019/20,30-10-19,ICC Men's T20 World Cup Qualifier,,Dubai International Cricket Stadium,Dubai,Oman,bat,Jatinder Singh,A Paleker,SJ Nogajski,Sharfuddoula,,JJ Crowe,Oman,12,,2.1.0
1199545,6,Oman,Scotland,male,2019/20,31-10-19,ICC Men's T20 World Cup Qualifier,,ICC Academy,Dubai,Oman,bat,MH Cross,RR Wimalasiri,Rashid Riaz,S Ravi,,GH Pienaar,Scotland,,5,2.1.0
1199546,6,Ireland,Netherlands,male,2019/20,01-11-19,ICC Men's T20 World Cup Qualifier,,Dubai International Cricket Stadium,Dubai,Ireland,field,RE van der Merwe,Sharfuddoula,AG Wharf,Ahsan Raza,,GS Lakshmi,Netherlands,21,,2.1.0
1199547,6,Namibia,Papua New Guinea,male,2019/20,01-11-19,ICC Men's T20 World Cup Qualifier,,Dubai International Cricket Stadium,Dubai,Papua New Guinea,bat,N Vanua,A Paleker,SJ Nogajski,Rashid Riaz,,GH Pienaar,Papua New Guinea,18,,2.1.0
1199548,6,Ireland,Namibia,male,2019/20,02-11-19,ICC Men's T20 World Cup Qualifier,,Dubai International Cricket Stadium,Dubai,Ireland,bat,Simi Singh,A Paleker,AG Wharf,Rashid Riaz,,JJ Crowe,Ireland,27,,2.1.0
1199549,6,Netherlands,Papua New Guinea,male,2019/20,02-11-19,ICC Men's T20 World Cup Qualifier,,Dubai International Cricket Stadium,Dubai,Papua New Guinea,bat,BD Glover,Ahsan Raza,SJ Nogajski,Sharfuddoula,,JJ Crowe,Netherlands,,7,2.1.0
1200425,6,Netherlands,Scotland,male,2019,16-09-19,Ireland Tri-Nation T20I Series,2,"The Village, Malahide",Dublin,Netherlands,field,HG Munsey,DH Mclean,AJ Neill,Rizwan Akram,,GH Pienaar,Scotland,58,,2.1.0
1200426,6,Ireland,Scotland,male,2019,17-09-19,Ireland Tri-Nation T20I Series,3,"The Village, Malahide",Dublin,Scotland,bat,A Balbirnie,Rizwan Akram,AJ Neill,DH Mclean,,GH Pienaar,Ireland,,4,2.1.0
1200427,6,Ireland,Netherlands,male,2019,18-09-19,Ireland Tri-Nation T20I Series,4,"The Village, Malahide",Dublin,Ireland,bat,BN Cooper,Rizwan Akram,DH Mclean,AJ Neill,,GH Pienaar,Netherlands,,6,2.1.0
1200428,6,Netherlands,Scotland,male,2019,19-09-19,Ireland Tri-Nation T20I Series,5,"The Village, Malahide",Dublin,Netherlands,bat,,DH Mclean,AJ Neill,Rizwan Akram,,GH Pienaar,Scotland,,6,2.1.0
1201668,6,Spain,Portugal,male,2019/20,25-10-19,Iberia Cup,1,La Manga Club Bottom Ground,Murcia,Spain,field,,,,,,,Spain,,8,2.1.0
1201669,6,Gibraltar,Portugal,male,2019/20,26-10-19,Iberia Cup,2,La Manga Club Bottom Ground,Murcia,Gibraltar,bat,,,,,,,Portugal,,6,2.1.0
1201670,6,Spain,Gibraltar,male,2019/20,26-10-19,Iberia Cup,3,La Manga Club Bottom Ground,Murcia,Spain,field,,,,,,,Spain,,8,2.1.0
1201671,6,Spain,Portugal,male,2019/20,26-10-19,Iberia Cup,4,La Manga Club Bottom Ground,Murcia,Portugal,field,,,,,,,Spain,29,,2.1.0
1201673,6,Spain,Gibraltar,male,2019/20,27-10-19,Iberia Cup,6,La Manga Club Bottom Ground,Murcia,Spain,field,,,,,,,Spain,,6,2.1.0
1201680,6,Nepal,Zimbabwe,male,2019/20,27-09-19,Singapore Twenty20 Tri-Series,1,Indian Association Ground,Singapore,Nepal,bat,R Mutumbami,Akbar Ali,A Natarajan,Hardeep Jadeja,,V Narayan Kutty,Zimbabwe,,5,2.1.0
1201681,6,Singapore,Nepal,male,2019/20,28-09-19,Singapore Twenty20 Tri-Series,2,Indian Association Ground,Singapore,Singapore,bat,P Khadka,Akbar Ali,Hardeep Jadeja,T Senthil Kumar,,V Narayan Kutty,Nepal,,9,2.1.0
1201682,6,Singapore,Zimbabwe,male,2019/20,29-09-19,Singapore Twenty20 Tri-Series,3,Indian Association Ground,Singapore,Singapore,bat,SC Williams,Akbar Ali,B Manikandan,T Senthil Kumar,,V Narayan Kutty,Singapore,4,,2.1.0
1201683,6,Nepal,Zimbabwe,male,2019/20,01-10-19,Singapore Twenty20 Tri-Series,4,Indian Association Ground,Singapore,Nepal,field,SC Williams,Akbar Ali,T Senthil Kumar,A Natarajan,,V Narayan Kutty,Zimbabwe,40,,2.1.0
1201685,6,Singapore,Zimbabwe,male,2019/20,03-10-19,Singapore Twenty20 Tri-Series,6,Indian Association Ground,Singapore,Zimbabwe,field,PJ Moor,Hardeep Jadeja,A Natarajan,B Manikandan,,V Narayan Kutty,Zimbabwe,,8,2.1.0
1202007,6,Malaysia,Vanuatu,male,2019/20,29-09-19,Vanuatu tour of Malaysia,1,Kinrara Academy Oval,Kuala Lumpur,Vanuatu,bat,J Rasu,D Sevakumaran,Izmir Azraf,,,Tan Kim Hing,Vanuatu,17,,2.1.0
1202008,6,Malaysia,Vanuatu,male,2019/20,01-10-19,Vanuatu tour of Malaysia,2,Kinrara Academy Oval,Kuala Lumpur,Vanuatu,bat,PK Matautaava,Rudy Ismandy,,,,Tan Kim Hing,Vanuatu,51,,2.1.0
1202009,6,Malaysia,Vanuatu,male,2019/20,02-10-19,Vanuatu tour of Malaysia,3,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,N Nipiko,Zaidan Taha,Mathan Kumar,,,Tan Kim Hing,Malaysia,26,,2.1.0
1202010,6,Malaysia,Vanuatu,male,2019/20,03-10-19,Vanuatu tour of Malaysia,4,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,J Rasu,Rudy Ismandy,V Kalidas,,,B Ramani,Vanuatu,,6,2.1.0
1202011,6,Malaysia,Vanuatu,male,2019/20,04-10-19,Vanuatu tour of Malaysia,5,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Syed Aziz,Rudy Ismandy,N Sivan,,,Ramesh Menon,Malaysia,22,,2.1.0
1202243,6,India,Sri Lanka,male,2019/20,07-01-20,Sri Lanka tour of India,2,Holkar Cricket Stadium,Indore,India,field,NA Saini,C Shamshuddin,AK Chaudhary,VK Sharma,Nitin Menon,DC Boon,India,,7,2.1.0
1202244,6,India,Sri Lanka,male,2019/20,10-01-20,Sri Lanka tour of India,3,Maharashtra Cricket Association Stadium,Pune,Sri Lanka,field,SN Thakur,Nitin Menon,VK Sharma,K Srinivasan,C Shamshuddin,DC Boon,India,78,,2.1.0
1203676,6,West Indies,Ireland,male,2019/20,15-01-20,Ireland tour of West Indies,1,"National Cricket Stadium, Grenada",St George's,Ireland,bat,PR Stirling,PA Gustard,GO Brathwaite,Jonathan Blades,JM Williams,JJ Crowe,Ireland,4,,2.1.0
1203677,6,West Indies,Ireland,male,2019/20,18-01-20,Ireland tour of West Indies,2,"Warner Park, St Kitts",Basseterre,West Indies,field,,PA Gustard,GO Brathwaite,Jonathan Blades,JM Williams,JJ Crowe,,,,2.1.0
1203678,6,West Indies,Ireland,male,2019/20,19-01-20,Ireland tour of West Indies,3,"Warner Park, St Kitts",Basseterre,West Indies,field,LMP Simmons,PA Gustard,GO Brathwaite,Jonathan Blades,JM Williams,JJ Crowe,West Indies,,9,2.1.0
1207081,6,Spain,Germany,male,2019/20,08-03-20,Germany tour of Spain,1,Desert Springs Cricket Ground,Almeria,Spain,field,,,,,,,Spain,,9,2.1.0
1207082,6,Spain,Germany,male,2019/20,08-03-20,Germany tour of Spain,2,Desert Springs Cricket Ground,Almeria,Spain,field,,,,,,,Germany,58,,2.1.0
1208606,6,Nepal,Bhutan,male,2019/20,05-12-19,South Asian Games Men's Cricket Competition,4,Tribhuvan University International Cricket Ground,Kirtipur,Bhutan,field,G Malla,ID Gunawardene,BB Pradhan,Rabindra Gupta,,WC Labrooy,Nepal,141,,2.1.0
1208609,6,Nepal,Maldives,male,2019/20,06-12-19,South Asian Games Men's Cricket Competition,7,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,bat,Karan KC,BB Pradhan,ID Gunawardene,Rabindra Gupta,,WC Labrooy,Nepal,84,,2.1.0
1208612,6,Bhutan,Maldives,male,2019/20,07-12-19,South Asian Games Men's Cricket Competition,9,Tribhuvan University International Cricket Ground,Kirtipur,Maldives,field,Ibrahim Hassan,ID Gunawardene,BB Pradhan,Mahesh Bohara,,WC Labrooy,Maldives,,8,2.1.0
1208613,6,Nepal,Maldives,male,2019/20,09-12-19,South Asian Games Men's Cricket Competition,,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,field,LN Rajbanshi,ID Gunawardene,BB Pradhan,Rabindra Gupta,,WC Labrooy,Nepal,,5,2.1.0
1213058,6,Pakistan,Bangladesh,male,2019/20,24-01-20,Bangladesh tour of Pakistan,1,Gaddafi Stadium,Lahore,Bangladesh,bat,Shoaib Malik,Shozab Raza,Ahsan Raza,Tariq Rasheed,Ahmed Shahab,RS Madugalle,Pakistan,,5,2.1.0
1213059,6,Pakistan,Bangladesh,male,2019/20,25-01-20,Bangladesh tour of Pakistan,2,Gaddafi Stadium,Lahore,Bangladesh,bat,Babar Azam,Shozab Raza,Ahsan Raza,Tariq Rasheed,Ahmed Shahab,RS Madugalle,Pakistan,,9,2.1.0
1213874,6,Sri Lanka,West Indies,male,2019/20,04-03-20,West Indies tour of Sri Lanka,1,Pallekele International Cricket Stadium,Kandy,West Indies,bat,O Thomas,RMPJ Rambukwella,RSA Palliyaguruge,RR Wimalasiri,LE Hannibal,J Srinath,West Indies,25,,2.1.0
1213875,6,Sri Lanka,West Indies,male,2019/20,06-03-20,West Indies tour of Sri Lanka,2,Pallekele International Cricket Stadium,Kandy,West Indies,field,AD Russell,RR Wimalasiri,LE Hannibal,RMPJ Rambukwella,RSA Palliyaguruge,J Srinath,West Indies,,7,2.1.0
1214670,6,Bangladesh,Zimbabwe,male,2019/20,09-03-20,Zimbabwe tour of Bangladesh,1,"Shere Bangla National Stadium, Mirpur",Dhaka,Zimbabwe,field,Soumya Sarkar,Tanvir Ahmed,Sharfuddoula,Masudur Rahman,Gazi Sohel,JJ Crowe,Bangladesh,48,,2.1.0
1214671,6,Bangladesh,Zimbabwe,male,2019/20,11-03-20,Zimbabwe tour of Bangladesh,2,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,Liton Das,Masudur Rahman,Gazi Sohel,Sharfuddoula,Tanvir Ahmed,JJ Crowe,Bangladesh,,9,2.1.0
1215136,6,Malaysia,Hong Kong,male,2019/20,20-02-20,Hong Kong tour of Malaysia,1,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Khizar Hayat,V Kalidas,D Sevakumaran,,,,Malaysia,21,,2.1.0
1215137,6,Malaysia,Hong Kong,male,2019/20,21-02-20,Hong Kong tour of Malaysia,2,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Virandeep Singh,Mathan Kumar,V Kalidas,,,,Malaysia,35,,2.1.0
1215138,6,Malaysia,Hong Kong,male,2019/20,23-02-20,Hong Kong tour of Malaysia,3,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Ahmed Faiz Mohammad Noor,Rudy Ismandy,N Sivan,,,,Malaysia,8,,2.1.0
1215139,6,Malaysia,Hong Kong,male,2019/20,24-02-20,Hong Kong tour of Malaysia,4,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Virandeep Singh,L Poobalan,V Kalidas,,,,Malaysia,13,,2.1.0
1215140,6,Malaysia,Hong Kong,male,2019/20,26-02-20,Hong Kong tour of Malaysia,5,Kinrara Academy Oval,Kuala Lumpur,Hong Kong,bat,KD Shah,Nasir Ali,V Kalidas,,,,Malaysia,,6,2.1.0
1215159,6,Oman,Maldives,male,2019/20,25-02-20,ACC Western Region T20,9,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Khawar Ali,Riyaz Kurupkar,Mohammed Younis,Rahat Ali Chaudhry,,,Oman,,10,2.1.0
1215160,6,Saudi Arabia,United Arab Emirates,male,2019/20,25-02-20,ACC Western Region T20,10,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,United Arab Emirates,bat,Chirag Suri,Afzal Pathan,Imran Mustafa,Anantha Rajamani,,,United Arab Emirates,12,,2.1.0
1215161,6,Bahrain,Qatar,male,2019/20,25-02-20,ACC Western Region T20,11,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Qatar,bat,Sarfaraz Ali,Anantha Rajamani,Afzal Pathan,Imran Mustafa,,,Bahrain,,6,2.1.0
1215162,6,Iran,Kuwait,male,2019/20,25-02-20,ACC Western Region T20,12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Kuwait,field,MNM Aslam,Riyaz Kurupkar,Rahat Ali Chaudhry,Mohammed Younis,,,Kuwait,,8,2.1.0
1215163,6,Kuwait,Bahrain,male,2019/20,26-02-20,ACC Western Region T20,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bahrain,field,R Sandaruwan,Riyaz Kurupkar,Rahat Ali Chaudhry,Anantha Rajamani,,,Kuwait,87,,2.1.0
1215164,6,Qatar,United Arab Emirates,male,2019/20,26-02-20,ACC Western Region T20,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,United Arab Emirates,bat,Junaid Siddique (2),Imran Mustafa,Afzalkhan Pathan,Mohammed Younis,,,United Arab Emirates,28,,2.1.0
1215165,6,Kuwait,United Arab Emirates,male,2019/20,27-02-20,ACC Western Region T20,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Kuwait,field,Sultan Ahmed (2),Afzalkhan Pathan,Rahat Ali Chaudhry,Riyaz Kurupkar,,,United Arab Emirates,102,,2.1.0
1216416,6,Afghanistan,Ireland,male,2019/20,06-03-20,Ireland tour of India,1,Greater Noida Sports Complex Ground,Greater Noida,Ireland,bat,Rashid Khan,Bismillah Shinwari,Ahmed Shah Durrani,Izatullah Safi,Ahmed Shah Pakteen,RB Richardson,Afghanistan,11,,2.1.0
1216417,6,Afghanistan,Ireland,male,2019/20,08-03-20,Ireland tour of India,2,Greater Noida Sports Complex Ground,Greater Noida,Afghanistan,bat,Mujeeb Ur Rahman,Ahmed Shah Pakteen,Izatullah Safi,Ahmed Shah Durrani,Bismillah Shinwari,RB Richardson,Afghanistan,21,,2.1.0
1216418,6,Afghanistan,Ireland,male,2019/20,10-03-20,Ireland tour of India,3,Greater Noida Sports Complex Ground,Greater Noida,Ireland,bat,KJ O'Brien,Bismillah Shinwari,Ahmed Shah Pakteen,Izatullah Safi,Ahmed Shah Durrani,RB Richardson,,,,2.1.0
1217738,6,Thailand,Singapore,male,2019/20,29-02-20,ACC Eastern Region T20,1,Terdthai Cricket Ground,Bangkok,Thailand,field,Sidhant Singh,SV Sarda,V Kalidas,,,,Singapore,43,,2.1.0
1217740,6,Hong Kong,Nepal,male,2019/20,01-03-20,ACC Eastern Region T20,3,Terdthai Cricket Ground,Bangkok,Nepal,field,Haroon Arshad,Arif Ansari,V Kalidas,,,,Hong Kong,43,,2.1.0
1217741,6,Thailand,Malaysia,male,2019/20,01-03-20,ACC Eastern Region T20,4,Terdthai Cricket Ground,Bangkok,Thailand,bat,Pavandeep Singh,B Manikandan,Sanjay Gurung,,,,Malaysia,,8,2.1.0
1217742,6,Malaysia,Singapore,male,2019/20,03-03-20,ACC Eastern Region T20,5,Terdthai Cricket Ground,Bangkok,Singapore,bat,,Arif Ansari,AK Rana,,,,Singapore,128,,2.1.0
1217743,6,Thailand,Hong Kong,male,2019/20,03-03-20,ACC Eastern Region T20,6,Terdthai Cricket Ground,Bangkok,Thailand,bat,,V Kalidas,Sanjay Gurung,B Manikandan,,,Hong Kong,,8,2.1.0
1217744,6,Thailand,Nepal,male,2019/20,04-03-20,ACC Eastern Region T20,7,Terdthai Cricket Ground,Bangkok,Thailand,bat,Karan KC,B Manikandan,Sanjay Gurung,,,,Nepal,,9,2.1.0
1217745,6,Hong Kong,Singapore,male,2019/20,04-03-20,ACC Eastern Region T20,8,Terdthai Cricket Ground,Bangkok,Singapore,bat,Manpreet Singh,Samad Akbar,V Kalidas,,,,Singapore,16,,2.1.0
1217747,6,Hong Kong,Malaysia,male,2019/20,06-03-20,ACC Eastern Region T20,10,Terdthai Cricket Ground,Bangkok,Malaysia,bat,,B Manikandan,Sanjay Gurung,Samad Akbar,,,Hong Kong,,6,2.1.0
1223952,6,India,Australia,male,2020/21,04-12-20,India tour of Australia,1,Manuka Oval,Canberra,Australia,field,YS Chahal,RJ Tucker,SAJ Craig,SJ Nogajski,P Wilson,DC Boon,India,11,,2.1.0
1223953,6,Australia,India,male,2020/21,06-12-20,India tour of Australia,2,Sydney Cricket Ground,Sydney,India,field,HH Pandya,P Wilson,SJ Nogajski,GA Abood,RJ Tucker,DC Boon,India,,6,2.1.0
1223954,6,Australia,India,male,2020/21,08-12-20,India tour of Australia,3,Sydney Cricket Ground,Sydney,India,field,MJ Swepson,GA Abood,RJ Tucker,SJ Nogajski,P Wilson,DC Boon,Australia,12,,2.1.0
1229820,6,Belgium,Luxembourg,male,2020,29-08-20,Luxembourg Twenty20 Tri-Series,3,Pierre Werner Cricket Ground,Walferdange,Belgium,bat,,,,,,,Belgium,37,,2.1.0
