id,balls_per_over,team,team_1,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire_2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,Column1
1140071,6,West Indies,Pakistan,male,2018,03-04-18,West Indies tour of Pakistan,3,National Stadium,Karachi,West Indies,bat,Fakhar Zaman,Aleem Dar,Ahsan Raza,Asif Yaqoob,Shozab Raza,DC Boon,Pakistan,,8,2.1.0
1140384,6,England,Sri Lanka,male,2018/19,27-10-18,England tour of Sri Lanka,,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,field,JL Denly,REJ Martinesz,RR Wimalasiri,LE Hannibal,RSA Palliyaguruge,RB Richardson,England,30,,2.1.0
1140992,6,India,Ireland,male,2018,27-06-18,India tour of Ireland and England,1,"The Village, Malahide",Dublin,Ireland,field,Kuldeep Yadav,M Hawthorne,R Black,PA Reynolds,AJ Neill,BC Broad,India,76,,2.1.0
1140993,6,India,Ireland,male,2018,29-06-18,India tour of Ireland and England,2,"The Village, Malahide",Dublin,Ireland,field,KL Rahul,R Black,AJ Neill,PA Reynolds,M Hawthorne,BC Broad,India,143,,2.1.0
1141232,6,West Indies,ICC World XI,male,2018,31-05-18,ICC World XI tour of England,,Lord's,London,ICC World XI,field,E Lewis,AG Wharf,RJ Bailey,,PK Baldwin,BC Broad,West Indies,72,,2.1.0
1141835,6,Netherlands,Nepal,male,2018,29-07-18,Marylebone Cricket Club Tri-Nation T20 Series,3,Lord's,London,Nepal,field,,Rizwan Akram,DA Haggo,BJ Debenham,,DT Jukes,,,,2.1.0
1142501,6,Netherlands,Ireland,male,2018,12-06-18,Netherlands Tri-Nation T20I Series,1,Hazelaarweg,Rotterdam,Ireland,field,,AJ Neill,Rizwan Akram,HKG Jansen,,DT Jukes,Netherlands,4,,2.1.0
1142502,6,Ireland,Netherlands,male,2018,13-06-18,Netherlands Tri-Nation T20I Series,2,Hazelaarweg,Rotterdam,Ireland,bat,,Rizwan Akram,WPM van Liemt,AJ Neill,,DT Jukes,Netherlands,,4,2.1.0
1142503,6,Ireland,Scotland,male,2018,16-06-18,Netherlands Tri-Nation T20I Series,3,Sportpark Het Schootsveld,Deventer,Ireland,bat,,HKG Jansen,AJ Neill,DA Haggo,Rizwan Akram,DT Jukes,Ireland,46,,2.1.0
1142504,6,Scotland,Ireland,male,2018,17-06-18,Netherlands Tri-Nation T20I Series,4,Sportpark Het Schootsveld,Deventer,Scotland,bat,,WPM van Liemt,DA Haggo,AJ Neill,,DT Jukes,,,,2.1.0
1142505,6,Netherlands,Scotland,male,2018,19-06-18,Netherlands Tri-Nation T20I Series,5,VRA Ground,Amstelveen,Netherlands,bat,,HKG Jansen,DA Haggo,AJ Neill,,DT Jukes,Scotland,,7,2.1.0
1142506,6,Scotland,Netherlands,male,2018,20-06-18,Netherlands Tri-Nation T20I Series,6,VRA Ground,Amstelveen,Scotland,bat,,DA Haggo,HKG Jansen,AJ Neill,,DT Jukes,Scotland,115,,2.1.0
1142589,6,South Africa,Sri Lanka,male,2018,14-08-18,South Africa tour of Sri Lanka,,"R.Premadasa Stadium, Khettarama",Colombo,South Africa,bat,DM de Silva,REJ Martinesz,RSA Palliyaguruge,RR Wimalasiri,LE Hannibal,J Srinath,Sri Lanka,,3,2.1.0
1142913,6,Pakistan,Zimbabwe,male,2018,01-07-18,Zimbabwe Twenty20 Tri-Series,1,Harare Sports Club,,Zimbabwe,field,Asif Ali,RB Tiffin,TJ Matibiri,I Chabi,L Rusere,JJ Crowe,Pakistan,74,,2.1.0
1142914,6,Pakistan,Australia,male,2018,02-07-18,Zimbabwe Twenty20 Tri-Series,2,Harare Sports Club,,Australia,field,B Stanlake,RB Tiffin,TJ Matibiri,L Rusere,I Chabi,JJ Crowe,Australia,,9,2.1.0
1142915,6,Australia,Zimbabwe,male,2018,03-07-18,Zimbabwe Twenty20 Tri-Series,3,Harare Sports Club,,Zimbabwe,field,AJ Finch,TJ Matibiri,L Rusere,I Chabi,RB Tiffin,JJ Crowe,Australia,100,,2.1.0
1142916,6,Zimbabwe,Pakistan,male,2018,04-07-18,Zimbabwe Twenty20 Tri-Series,4,Harare Sports Club,,Pakistan,field,SF Mire,I Chabi,L Rusere,TJ Matibiri,RB Tiffin,JJ Crowe,Pakistan,,7,2.1.0
1142917,6,Pakistan,Australia,male,2018,05-07-18,Zimbabwe Twenty20 Tri-Series,5,Harare Sports Club,,Australia,field,Fakhar Zaman,RB Tiffin,L Rusere,I Chabi,TJ Matibiri,JJ Crowe,Pakistan,45,,2.1.0
1142918,6,Zimbabwe,Australia,male,2018,06-07-18,Zimbabwe Twenty20 Tri-Series,6,Harare Sports Club,,Zimbabwe,bat,AJ Tye,RB Tiffin,TJ Matibiri,I Chabi,L Rusere,JJ Crowe,Australia,,5,2.1.0
1142919,6,Australia,Pakistan,male,2018,08-07-18,Zimbabwe Twenty20 Tri-Series,,Harare Sports Club,,Australia,bat,Fakhar Zaman,RB Tiffin,L Rusere,I Chabi,TJ Matibiri,JJ Crowe,Pakistan,,6,2.1.0
1144149,6,South Africa,Zimbabwe,male,2018/19,09-10-18,Zimbabwe tour of South Africa,1,Buffalo Park,East London,South Africa,bat,Imran Tahir,AT Holdstock,S George,A Paleker,BP Jele,JJ Crowe,South Africa,34,,2.1.0
1144150,6,Zimbabwe,South Africa,male,2018/19,12-10-18,Zimbabwe tour of South Africa,2,Senwes Park,Potchefstroom,Zimbabwe,bat,D Paterson,A Paleker,S George,BP Jele,AT Holdstock,JJ Crowe,South Africa,,6,2.1.0
1144161,6,South Africa,Pakistan,male,2018/19,01-02-19,Pakistan tour of South Africa,1,Newlands,Cape Town,Pakistan,field,DA Miller,BP Jele,AT Holdstock,BM White,A Paleker,RS Madugalle,South Africa,6,,2.1.0
1144162,6,South Africa,Pakistan,male,2018/19,03-02-19,Pakistan tour of South Africa,2,The Wanderers Stadium,Johannesburg,Pakistan,field,DA Miller,A Paleker,AT Holdstock,BM White,BP Jele,RS Madugalle,South Africa,7,,2.1.0
1144163,6,South Africa,Pakistan,male,2018/19,06-02-19,Pakistan tour of South Africa,3,SuperSport Park,Centurion,South Africa,field,Shadab Khan,BP Jele,AT Holdstock,Stephen Harris,A Paleker,RS Madugalle,Pakistan,27,,2.1.0
1144172,6,South Africa,Sri Lanka,male,2018/19,19-03-19,Sri Lanka tour of South Africa,1,Newlands,Cape Town,South Africa,field,DA Miller,BP Jele,AT Holdstock,A Paleker,S George,AJ Pycroft,,,,2.1.0
1144173,6,South Africa,Sri Lanka,male,2018/19,22-03-19,Sri Lanka tour of South Africa,2,SuperSport Park,Centurion,Sri Lanka,field,HE van der Dussen,BP Jele,S George,AT Holdstock,A Paleker,AJ Pycroft,South Africa,16,,2.1.0
1144174,6,South Africa,Sri Lanka,male,2018/19,24-03-19,Sri Lanka tour of South Africa,3,The Wanderers Stadium,Johannesburg,Sri Lanka,field,D Pretorius,A Paleker,AT Holdstock,S George,BP Jele,AJ Pycroft,South Africa,45,,2.1.0
1144989,6,South Africa,Australia,male,2018/19,17-11-18,South Africa tour of Australia,,Carrara Oval,,Australia,field,T Shamsi,P Wilson,GA Abood,SAJ Craig,SD Fry,JJ Crowe,South Africa,21,,2.1.0
1144990,6,Australia,India,male,2018/19,21-11-18,India tour of Australia,1,"Brisbane Cricket Ground, Woolloongabba",Brisbane,India,field,A Zampa,P Wilson,SD Fry,SAJ Craig,GA Abood,JJ Crowe,Australia,4,,2.1.0
1144991,6,Australia,India,male,2018/19,23-11-18,India tour of Australia,2,Melbourne Cricket Ground,,India,field,,GA Abood,SD Fry,PJ Gillespie,P Wilson,JJ Crowe,,,,2.1.0
1144992,6,Australia,India,male,2018/19,25-11-18,India tour of Australia,3,Sydney Cricket Ground,,Australia,bat,KH Pandya,P Wilson,GA Abood,PJ Gillespie,SD Fry,JJ Crowe,India,,6,2.1.0
1145982,6,Afghanistan,Bangladesh,male,2018,03-06-18,Afghanistan tour of India,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",Dehra Dun,Bangladesh,field,Rashid Khan,Ahmed Shah Pakteen,Bismillah Shinwari,Mahmood Kharoti,Izatullah Safi,AJ Pycroft,Afghanistan,45,,2.2.0
1145983,6,Bangladesh,Afghanistan,male,2018,05-06-18,Afghanistan tour of India,2,Rajiv Gandhi International Cricket Stadium,Dehradun,Bangladesh,bat,Rashid Khan,Bismillah Shinwari,Izatullah Safi,Mehmood Kharotai,Ahmed Shah Pakteen,AJ Pycroft,Afghanistan,,6,2.1.0
1145984,6,Afghanistan,Bangladesh,male,2018,07-06-18,Afghanistan tour of India,3,Rajiv Gandhi International Cricket Stadium,Dehradun,Afghanistan,bat,Mushfiqur Rahim,Ahmed Shah Pakteen,Izatullah Safi,Mehmood Kharotai,Bismillah Shinwari,AJ Pycroft,Afghanistan,1,,2.1.0
1146723,6,Bangladesh,West Indies,male,2018,31-07-18,Bangladesh tour of West Indies and United States of America,1,"Warner Park, Basseterre",St Kitts,West Indies,field,AD Russell,JS Wilson,GO Brathwaite,LS Reifer,N Duguid,BC Broad,West Indies,,7,2.1.0
1146724,6,Bangladesh,West Indies,male,2018,04-08-18,Bangladesh tour of West Indies and United States of America,2,Central Broward Regional Park Stadium Turf Ground,Lauderhill,West Indies,field,Tamim Iqbal,LS Reifer,JS Wilson,N Duguid,GO Brathwaite,BC Broad,Bangladesh,12,,2.1.0
1146725,6,Bangladesh,West Indies,male,2018,05-08-18,Bangladesh tour of West Indies and United States of America,3,Central Broward Regional Park Stadium Turf Ground,Lauderhill,Bangladesh,bat,Liton Das,N Duguid,GO Brathwaite,LS Reifer,JS Wilson,BC Broad,Bangladesh,19,,2.1.0
1150143,6,Afghanistan,Ireland,male,2018,20-08-18,Afghanistan tour of Ireland,1,"Bready Cricket Club, Magheramason",Bready,Ireland,field,,R Black,AJ Neill,PA Reynolds,M Hawthorne,RS Madugalle,Afghanistan,16,,2.1.0
1150144,6,Afghanistan,Ireland,male,2018,22-08-18,Afghanistan tour of Ireland,2,"Bready Cricket Club, Magheramason",Bready,Afghanistan,bat,,M Hawthorne,PA Reynolds,AJ Neill,R Black,RS Madugalle,Afghanistan,81,,2.1.0
1152840,6,England,Pakistan,male,2019,05-05-19,Pakistan tour of England,,Sophia Gardens,Cardiff,Pakistan,bat,EJG Morgan,MA Gough,AG Wharf,RJ Bailey,RT Robinson,RB Richardson,England,,7,2.1.0
1153317,6,Bangladesh,West Indies,male,2018/19,17-12-18,West Indies tour of Bangladesh,1,Sylhet International Cricket Stadium,Sylhet,Bangladesh,bat,SS Cottrell,Sharfuddoula,Tanvir Ahmed,Gazi Sohel,Masudur Rahman,JJ Crowe,West Indies,,8,2.1.0
1153318,6,Bangladesh,West Indies,male,2018/19,20-12-18,West Indies tour of Bangladesh,2,"Shere Bangla National Stadium, Mirpur",Dhaka,West Indies,field,Shakib Al Hasan,Tanvir Ahmed,Gazi Sohel,Masudur Rahman,Sharfuddoula,JJ Crowe,Bangladesh,36,,2.1.0
1153319,6,Bangladesh,West Indies,male,2018/19,22-12-18,West Indies tour of Bangladesh,3,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,E Lewis,Tanvir Ahmed,Masudur Rahman,Sharfuddoula,Gazi Sohel,JJ Crowe,West Indies,50,,2.1.0
1153696,6,New Zealand,India,male,2018/19,06-02-19,India tour of New Zealand,1,Westpac Stadium,Wellington,India,field,TL Seifert,CM Brown,SB Haig,A Mehrotra,WR Knights,DC Boon,New Zealand,80,,2.1.0
1153697,6,New Zealand,India,male,2018/19,08-02-19,India tour of New Zealand,2,Eden Park,Auckland,New Zealand,bat,KH Pandya,CM Brown,WR Knights,AL Gillies,SB Haig,DC Boon,India,,7,2.1.0
1153698,6,New Zealand,India,male,2018/19,10-02-19,India tour of New Zealand,3,Seddon Park,Hamilton,India,field,C Munro,SB Haig,WR Knights,AL Gillies,CM Brown,DC Boon,New Zealand,4,,2.1.0
1153843,6,New Zealand,Sri Lanka,male,2018/19,11-01-19,Sri Lanka tour of New Zealand,,Eden Park,Auckland,Sri Lanka,field,DAJ Bracewell,SB Haig,WR Knights,A Mehrotra,CM Brown,RB Richardson,New Zealand,35,,2.1.0
1157372,6,Pakistan,Australia,male,2018/19,24-10-18,Australia tour of United Arab Emirates,1,Sheikh Zayed Stadium,Abu Dhabi,Australia,field,Imad Wasim,Shozab Raza,Ahsan Raza,Rashid Riaz,Asif Yaqoob,RS Madugalle,Pakistan,66,,2.1.0
1157373,6,Pakistan,Australia,male,2018/19,26-10-18,Australia tour of United Arab Emirates,2,Dubai International Cricket Stadium,,Pakistan,bat,Imad Wasim,Asif Yaqoob,Ahsan Raza,Rashid Riaz,Shozab Raza,RS Madugalle,Pakistan,11,,2.1.0
1157374,6,Pakistan,Australia,male,2018/19,28-10-18,Australia tour of United Arab Emirates,3,Dubai International Cricket Stadium,,Pakistan,bat,Shadab Khan,Shozab Raza,Rashid Riaz,Asif Yaqoob,Ahsan Raza,RS Madugalle,Pakistan,33,,2.1.0
1157375,6,Pakistan,New Zealand,male,2018/19,31-10-18,New Zealand tour of United Arab Emirates,1,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Mohammad Hafeez,Asif Yaqoob,Shozab Raza,,Rashid Riaz,J Srinath,Pakistan,2,,2.1.0
1157376,6,New Zealand,Pakistan,male,2018/19,02-11-18,New Zealand tour of United Arab Emirates,2,Dubai International Cricket Stadium,,New Zealand,bat,Shaheen Shah Afridi,Shozab Raza,Rashid Riaz,,Asif Yaqoob,J Srinath,Pakistan,,6,2.1.0
1157377,6,Pakistan,New Zealand,male,2018/19,04-11-18,New Zealand tour of United Arab Emirates,3,Dubai International Cricket Stadium,,Pakistan,bat,Babar Azam,Asif Yaqoob,Rashid Riaz,,Shozab Raza,J Srinath,Pakistan,47,,2.1.0
1157759,6,West Indies,India,male,2018/19,04-11-18,West Indies tour of India,1,Eden Gardens,Kolkata,India,field,Kuldeep Yadav,C Shamshuddin,CK Nandan,AY Dandekar,AK Chaudhary,BC Broad,India,,5,2.1.0
1157760,6,India,West Indies,male,2018/19,06-11-18,West Indies tour of India,2,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,West Indies,field,RG Sharma,AK Chaudhary,CK Nandan,AY Dandekar,C Shamshuddin,BC Broad,India,71,,2.1.0
1157761,6,West Indies,India,male,2018/19,11-11-18,West Indies tour of India,3,"MA Chidambaram Stadium, Chepauk",Chennai,West Indies,bat,S Dhawan,C Shamshuddin,AK Chaudhary,AY Dandekar,CK Nandan,BC Broad,India,,6,2.1.0
1158071,6,West Indies,England,male,2018/19,05-03-19,England tour of West Indies,1,"Darren Sammy National Cricket Stadium, St Lucia",Gros Islet,England,field,JM Bairstow,N Duguid,GO Brathwaite,Zahid Bassarath,LS Reifer,AJ Pycroft,England,,4,2.1.0
1158072,6,West Indies,England,male,2018/19,08-03-19,England tour of West Indies,2,"Warner Park, St Kitts",Basseterre,West Indies,field,SW Billings,LS Reifer,GO Brathwaite,Jonathan Blades,N Duguid,AJ Pycroft,England,137,,2.1.0
1158073,6,West Indies,England,male,2018/19,10-03-19,England tour of West Indies,3,"Warner Park, St Kitts",Basseterre,West Indies,bat,DJ Willey,N Duguid,LS Reifer,Jonathan Blades,GO Brathwaite,AJ Pycroft,England,,8,2.1.0
1162727,6,United Arab Emirates,Australia,male,2018/19,22-10-18,Australia tour of United Arab Emirates,,Tolerance Oval,Abu Dhabi,United Arab Emirates,bat,DJM Short,Akbar Ali,Iftikhar Ali,Shiju Sam,,RS Madugalle,Australia,,7,2.1.0
1168112,6,Afghanistan,Ireland,male,2018/19,21-02-19,Ireland tour of India,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",Dehra Dun,Ireland,bat,Mohammad Nabi,Ahmed Shah Pakteen,Izatullah Safi,Ahmed Shah Durrani,Bismillah Shinwari,J Srinath,Afghanistan,,5,2.1.0
1168113,6,Afghanistan,Ireland,male,2018/19,23-02-19,Ireland tour of India,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",Dehra Dun,Afghanistan,bat,Hazratullah,Bismillah Shinwari,Ahmed Shah Durrani,Izatullah Safi,Ahmed Shah Pakteen,J Srinath,Afghanistan,84,,2.1.0
1168114,6,Afghanistan,Ireland,male,2018/19,24-02-19,Ireland tour of India,3,"Rajiv Gandhi International Cricket Stadium, Dehradun",Dehra Dun,Ireland,field,Mohammad Nabi,Ahmed Shah Durrani,Izatullah Safi,Bismillah Shinwari,Ahmed Shah Pakteen,J Srinath,Afghanistan,32,,2.1.0
1168247,6,India,Australia,male,2018/19,24-02-19,Australia tour of India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Australia,field,NM Coulter-Nile,C Shamshuddin,Nitin Menon,CK Nandan,AK Chaudhary,RS Madugalle,Australia,,3,2.1.0
1168248,6,India,Australia,male,2018/19,27-02-19,Australia tour of India,2,M.Chinnaswamy Stadium,Bengaluru,Australia,field,GJ Maxwell,AK Chaudhary,CK Nandan,C Shamshuddin,Nitin Menon,RS Madugalle,Australia,,7,2.1.0
1168521,6,Ireland,Zimbabwe,male,2019,12-07-19,Zimbabwe tour of Netherlands and Ireland,2,"Bready Cricket Club, Magheramason",Bready,Ireland,field,,M Hawthorne,R Black,AJ Neill,,JJ Crowe,Ireland,,9,2.1.0
1168522,6,Ireland,Zimbabwe,male,2019,14-07-19,Ireland v Zimbabwe,3,Bready,Derry,Zimbabwe,field,,R Black,AJ Neill,M Hawthorne,,JJ Crowe,Zimbabwe,,8,2.1.0
1170457,6,United Arab Emirates,Nepal,male,2018/19,31-01-19,Nepal tour of United Arab Emirates,1,ICC Academy,Dubai,Nepal,field,Shaiman Anwar,Akbar Ali,Iftikhar Ali,Shiju Sam,,Muhammad Javed,United Arab Emirates,21,,2.1.0
1170458,6,United Arab Emirates,Nepal,male,2018/19,01-02-19,Nepal tour of United Arab Emirates,2,ICC Academy,Dubai,United Arab Emirates,bat,DS Airee,Iftikhar Ali,Shiju Sam,Akbar Ali,,Muhammad Javed,Nepal,,4,2.1.0
1170459,6,United Arab Emirates,Nepal,male,2018/19,03-02-19,Nepal tour of United Arab Emirates,3,ICC Academy,Dubai,United Arab Emirates,field,Karan KC,Akbar Ali,Shiju Sam,Iftikhar Ali,,Muhammad Javed,Nepal,14,,2.1.0
1172505,6,Netherlands,Scotland,male,2018/19,13-02-19,Oman Quadrangular T20I Series,1,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Netherlands,field,TP Visee,Rahul Asher,Ahsan Raza,Vinod Babu,,GF Labrooy,Netherlands,,7,2.1.0
1172506,6,Oman,Ireland,male,2018/19,13-02-19,Oman Quadrangular T20I Series,2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,PR Stirling,Rahul Asher,Ahsan Raza,Vinod Babu,,GF Labrooy,Ireland,15,,2.1.0
1172507,6,Oman,Netherlands,male,2018/19,15-02-19,Oman Quadrangular T20I Series,3,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Netherlands,field,RE van der Merwe,Rahul Asher,Ahsan Raza,Vinod Babu,,GF Labrooy,Netherlands,,8,2.1.0
1172508,6,Ireland,Scotland,male,2018/19,15-02-19,Oman Quadrangular T20I Series,4,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,field,KJ Coetzer,Rahul Asher,Ahsan Raza,Vinod Babu,,GF Labrooy,Scotland,,6,2.1.0
1172509,6,Ireland,Netherlands,male,2018/19,17-02-19,Oman Quadrangular T20I Series,5,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,A Balbirnie,Rahul Asher,Ahsan Raza,Vinod Babu,,GF Labrooy,Ireland,,1,2.1.0
1172510,6,Oman,Scotland,male,2018/19,17-02-19,Oman Quadrangular T20I Series,6,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,field,A Neill,Rahul Asher,Ahsan Raza,Vinod Babu,,GF Labrooy,Scotland,,7,2.1.0
1176792,6,Papua New Guinea,Philippines,male,2018/19,22-03-19,ICC World Twenty20 East Asia-Pacific Region Final,1,Amini Park,Port Moresby,Philippines,field,A Vala,SD Fry,V Kalidas,Tabarak Dar,A Kapa,SR Bernard,Papua New Guinea,133,,2.1.0
1176793,6,Papua New Guinea,Vanuatu,male,2018/19,22-03-19,ICC World Twenty20 East Asia-Pacific Region Final,2,Amini Park,Port Moresby,Vanuatu,bat,TP Ura,Tabarak Dar,SD Fry,A Kapa,V Kalidas,SR Bernard,Papua New Guinea,,8,2.1.0
1176794,6,Philippines,Vanuatu,male,2018/19,23-03-19,ICC World Twenty20 East Asia-Pacific Region Final,3,Amini Park,Port Moresby,Vanuatu,bat,,A Kapa,Tabarak Dar,SD Fry,V Kalidas,SR Bernard,Vanuatu,63,,2.1.0
1176795,6,Papua New Guinea,Philippines,male,2018/19,23-03-19,ICC World Twenty20 East Asia-Pacific Region Final,4,Amini Park,Port Moresby,Papua New Guinea,bat,,A Kapa,V Kalidas,SD Fry,Tabarak Dar,SR Bernard,,,,2.1.0
1176796,6,Philippines,Vanuatu,male,2018/19,24-03-19,ICC World Twenty20 East Asia-Pacific Region Final,5,Amini Park,Port Moresby,Vanuatu,field,DC Smith,A Kapa,SD Fry,V Kalidas,Tabarak Dar,SR Bernard,Philippines,10,,2.1.0
1176797,6,Papua New Guinea,Vanuatu,male,2018/19,24-03-19,ICC World Twenty20 East Asia-Pacific Region Final,6,Amini Park,Port Moresby,Vanuatu,bat,L Siaka,V Kalidas,Tabarak Dar,A Kapa,SD Fry,SR Bernard,Papua New Guinea,,10,2.1.0
1177484,6,United Arab Emirates,United States of America,male,2018/19,15-03-19,United States of America tour of United Arab Emirates,1,ICC Academy,Dubai,United Arab Emirates,field,,Akbar Ali,Iftikhar Ali,Shiju Sam,,M Nayyar,,,,2.1.0
1177485,6,United Arab Emirates,United States of America,male,2018/19,16-03-19,United States of America tour of United Arab Emirates,2,ICC Academy,Dubai,United Arab Emirates,bat,Shaiman Anwar,Akbar Ali,Shiju Sam,Iftikhar Ali,,M Nayyar,United Arab Emirates,24,,2.1.0
1178996,6,Germany,Italy,male,2019,25-05-19,Germany tour of Netherlands,2,Sportpark Maarschalkerweerd,Utrecht,Italy,field,,Rizwan Akram,Adriaan van den Dries,HKG Jansen,,Willem Molenaar,Italy,,6,2.1.0
1183524,6,Australia,Sri Lanka,male,2019/20,27-10-19,Sri Lanka tour of Australia,1,Adelaide Oval,Adelaide,Sri Lanka,field,DA Warner,P Wilson,GA Abood,PJ Gillespie,SAJ Craig,J Srinath,Australia,134,,2.1.0
1183525,6,Australia,Sri Lanka,male,2019/20,30-10-19,Sri Lanka tour of Australia,2,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Sri Lanka,bat,DA Warner,P Wilson,GA Abood,PJ Gillespie,SAJ Craig,J Srinath,Australia,,9,2.1.0
1183526,6,Australia,Sri Lanka,male,2019/20,01-11-19,Sri Lanka tour of Australia,3,Melbourne Cricket Ground,Melbourne,Australia,field,DA Warner,P Wilson,SAJ Craig,PJ Gillespie,GA Abood,J Srinath,Australia,,7,2.1.0
1183527,6,Australia,Pakistan,male,2019/20,03-11-19,Pakistan tour of Australia,1,Sydney Cricket Ground,Sydney,Australia,field,,P Wilson,GA Abood,PJ Gillespie,SAJ Craig,J Srinath,,,,2.1.0
1183528,6,Australia,Pakistan,male,2019/20,05-11-19,Pakistan tour of Australia,2,Manuka Oval,Canberra,Pakistan,bat,SPD Smith,GA Abood,SAJ Craig,PJ Gillespie,P Wilson,J Srinath,Australia,,7,2.1.0
1183529,6,Australia,Pakistan,male,2019/20,08-11-19,Pakistan tour of Australia,3,Perth Stadium,Perth,Australia,field,SA Abbott,P Wilson,SJ Nogajski,SAJ Craig,GA Abood,J Srinath,Australia,,10,2.1.0
1184258,6,Ghana,Namibia,male,2019,20-05-19,ICC Men's T20 World Cup Africa Region Final,2,Kyambogo Cricket Oval,Kampala,Namibia,field,SJ Baard,Kehinde Olanbiwonnu,I Chabi,A Louw,,GH Pienaar,Namibia,,9,2.1.0
1184260,6,Uganda,Botswana,male,2019,20-05-19,ICC Men's T20 World Cup Africa Region Final,3,Lugogo Cricket Oval,Kampala,Botswana,field,A Otwani,Emmanuel Byiringiro,D Odhiambo,L Rusere,,GH Pienaar,Uganda,52,,2.1.0
1184261,6,Ghana,Kenya,male,2019,21-05-19,ICC Men's T20 World Cup Africa Region Final,6,Kyambogo Cricket Oval,Kampala,Ghana,field,RR Patel,A Louw,Kehinde Olanbiwonnu,L Rusere,,GH Pienaar,Kenya,53,,2.1.0
1184262,6,Uganda,Namibia,male,2019,21-05-19,ICC Men's T20 World Cup Africa Region Final,4,Kyambogo Cricket Oval,Kampala,Namibia,bat,K Birkenstock,L Rusere,D Odhiambo,Kehinde Olanbiwonnu,,GH Pienaar,Namibia,42,,2.1.0
1184263,6,Botswana,Nigeria,male,2019,21-05-19,ICC Men's T20 World Cup Africa Region Final,5,Lugogo Cricket Oval,Kampala,Nigeria,bat,I Danladi,Emmanuel Byiringiro,I Chabi,D Odhiambo,,GH Pienaar,Nigeria,11,,2.1.0
1184266,6,Uganda,Ghana,male,2019,23-05-19,ICC Men's T20 World Cup Africa Region Final,12,Kyambogo Cricket Oval,Kampala,Ghana,bat,Riazat Ali Shah,A Louw,D Odhiambo,,Kehinde Olanbiwonnu,GH Pienaar,Uganda,,7,2.1.0
1184900,6,Ghana,Nigeria,male,2019,22-05-19,ICC Men's T20 World Cup Africa Region Final,7,Kyambogo Cricket Oval,Kampala,Ghana,field,VD Adewoye,D Odhiambo,Kehinde Olanbiwonnu,I Chabi,,GH Pienaar,Nigeria,28,,2.1.0
1184901,6,Botswana,Namibia,male,2019,22-05-19,ICC Men's T20 World Cup Africa Region Final,8,Kyambogo Cricket Oval,Kampala,Botswana,bat,C Viljoen,L Rusere,Emmanuel Byiringiro,Kehinde Olanbiwonnu,,GH Pienaar,Namibia,,10,2.1.0
